id,order_number,customer_id,order_date,status,amount,expected_delivery,actual_delivery,priority,created_at,updated_at
58421,DC-ORD-50730,8214,2017-01-10,SUSPECTED_FRAUD,503.87,2017-01-11,2017-01-12,Normal,2017-01-10 12:37:00,2017-01-10 12:37:00
58422,DC-ORD-50729,14650,2017-01-10,PENDING_PAYMENT,1296.88,2017-01-11,2017-01-12,High,2017-01-10 12:16:00,2017-01-10 12:16:00
58423,DC-ORD-50722,9970,2017-01-10,PENDING_PAYMENT,1250.26,2017-01-10,2017-01-10,Normal,2017-01-10 09:49:00,2017-01-10 09:49:00
58424,DC-ORD-50694,1576,2017-01-10,PENDING_PAYMENT,339.98,2017-01-14,2017-01-15,High,2017-01-10 00:00:00,2017-01-10 00:00:00
58425,DC-ORD-50591,10324,2017-01-08,COMPLETE,335.98,2017-01-12,2017-01-10,Normal,2017-01-08 11:55:00,2017-01-08 11:55:00
58426,DC-ORD-50577,4449,2017-01-08,PROCESSING,395.98,2017-01-12,2017-01-11,Normal,2017-01-08 07:01:00,2017-01-08 07:01:00
58427,DC-ORD-50569,14386,2017-01-08,PROCESSING,711.94,2017-01-12,2017-01-13,High,2017-01-08 04:13:00,2017-01-08 04:13:00
58428,DC-ORD-50555,14293,2017-01-07,PROCESSING,680.93,2017-01-09,2017-01-13,High,2017-01-07 23:19:00,2017-01-07 23:19:00
58429,DC-ORD-50542,2754,2017-01-07,ON_HOLD,395.98,2017-01-11,2017-01-10,Normal,2017-01-07 18:45:00,2017-01-07 18:45:00
58430,DC-ORD-50514,9772,2017-01-07,PAYMENT_REVIEW,462.98,2017-01-09,2017-01-12,High,2017-01-07 08:57:00,2017-01-07 08:57:00
58431,DC-ORD-50378,4355,2017-01-05,CLOSED,351.98,2017-01-09,2017-01-09,Normal,2017-01-05 09:18:00,2017-01-05 09:18:00
58432,DC-ORD-50367,18652,2017-01-05,PENDING,849.92,2017-01-09,2017-01-08,Normal,2017-01-05 05:27:00,2017-01-05 05:27:00
58433,DC-ORD-50360,5829,2017-01-05,COMPLETE,331.98,2017-01-09,2017-01-11,High,2017-01-05 03:00:00,2017-01-05 03:00:00
58434,DC-ORD-50334,9900,2017-01-04,PENDING,878.91,2017-01-08,2017-01-09,High,2017-01-04 17:53:00,2017-01-04 17:53:00
58435,DC-ORD-50317,1482,2017-01-04,CLOSED,553.48,2017-01-06,2017-01-07,High,2017-01-04 11:56:00,2017-01-04 11:56:00
58436,DC-ORD-50314,6245,2017-01-04,PROCESSING,540.74,2017-01-06,2017-01-09,High,2017-01-04 10:53:00,2017-01-04 10:53:00
58437,DC-ORD-50284,2808,2017-01-04,PENDING,391.98,2017-01-06,2017-01-09,High,2017-01-04 00:22:00,2017-01-04 00:22:00
58438,DC-ORD-50254,5910,2017-01-03,ON_HOLD,379.98,2017-01-05,2017-01-08,High,2017-01-03 13:51:00,2017-01-03 13:51:00
58439,DC-ORD-50211,10214,2017-01-02,PAYMENT_REVIEW,531.98,2017-01-06,2017-01-04,Normal,2017-01-02 22:47:00,2017-01-02 22:47:00
58440,DC-ORD-50203,15360,2017-01-02,PROCESSING,494.65,2017-01-06,2017-01-06,Normal,2017-01-02 19:59:00,2017-01-02 19:59:00
58441,DC-ORD-50165,4580,2017-01-02,PENDING_PAYMENT,379.98,2017-01-04,2017-01-08,High,2017-01-02 06:41:00,2017-01-02 06:41:00
58442,DC-ORD-50163,3241,2017-01-02,COMPLETE,377.98,2017-01-02,2017-01-02,Normal,2017-01-02 05:58:00,2017-01-02 05:58:00
58443,DC-ORD-50154,4488,2017-01-02,PENDING,868.13,2017-01-06,2017-01-07,High,2017-01-02 02:49:00,2017-01-02 02:49:00
58444,DC-ORD-50145,1962,2017-01-01,CLOSED,347.98,2017-01-02,2017-01-03,High,2017-01-01 23:40:00,2017-01-01 23:40:00
58445,DC-ORD-50121,9967,2017-01-01,PROCESSING,498.15,2017-01-03,2017-01-03,Normal,2017-01-01 15:16:00,2017-01-01 15:16:00
58446,DC-ORD-50085,15735,2017-01-01,PROCESSING,468.95,2017-01-05,2017-01-07,High,2017-01-01 02:39:00,2017-01-01 02:39:00
58447,DC-ORD-50072,4333,2016-12-31,COMPLETE,371.98,2017-01-02,2017-01-03,High,2016-12-31 22:06:00,2016-12-31 22:06:00
58448,DC-ORD-50057,14556,2016-12-31,PENDING_PAYMENT,451.97,2017-01-04,2017-01-03,Normal,2016-12-31 16:50:00,2016-12-31 16:50:00
58449,DC-ORD-50021,18651,2016-12-31,PENDING_PAYMENT,842.93,2017-01-04,2017-01-02,Normal,2016-12-31 04:14:00,2016-12-31 04:14:00
58450,DC-ORD-50017,4417,2016-12-31,COMPLETE,351.98,2017-01-04,2017-01-03,Normal,2016-12-31 02:49:00,2016-12-31 02:49:00
58451,DC-ORD-50016,1569,2016-12-31,PENDING_PAYMENT,557.98,2017-01-04,2017-01-02,Normal,2016-12-31 02:28:00,2016-12-31 02:28:00
58452,DC-ORD-49996,11262,2016-12-30,PENDING_PAYMENT,399.98,2017-01-01,2017-01-01,Normal,2016-12-30 19:28:00,2016-12-30 19:28:00
58453,DC-ORD-49986,17785,2016-12-30,PENDING_PAYMENT,596.74,2017-01-03,2017-01-01,Normal,2016-12-30 15:58:00,2016-12-30 15:58:00
58454,DC-ORD-49951,17648,2016-12-30,CLOSED,1043.9,2017-01-03,2017-01-01,Normal,2016-12-30 03:42:00,2016-12-30 03:42:00
58455,DC-ORD-49918,12868,2016-12-29,SUSPECTED_FRAUD,642.82,2017-01-02,2017-01-02,Normal,2016-12-29 16:08:00,2016-12-29 16:08:00
58456,DC-ORD-49915,12272,2016-12-29,SUSPECTED_FRAUD,319.98,2017-01-02,2017-01-04,Normal,2016-12-29 15:05:00,2016-12-29 15:05:00
58457,DC-ORD-49903,1968,2016-12-29,COMPLETE,299.99,2016-12-31,2017-01-02,High,2016-12-29 10:53:00,2016-12-29 10:53:00
58458,DC-ORD-49887,14429,2016-12-29,PENDING_PAYMENT,383.98,2016-12-31,2017-01-01,High,2016-12-29 05:17:00,2016-12-29 05:17:00
58459,DC-ORD-49869,14083,2016-12-28,PROCESSING,733.42,2017-01-01,2017-01-02,High,2016-12-28 22:58:00,2016-12-28 22:58:00
58460,DC-ORD-49852,3901,2016-12-28,PROCESSING,1035.68,2017-01-01,2016-12-31,Normal,2016-12-28 17:01:00,2016-12-28 17:01:00
58461,DC-ORD-49810,9301,2016-12-28,SUSPECTED_FRAUD,339.98,2017-01-01,2017-01-03,Normal,2016-12-28 02:18:00,2016-12-28 02:18:00
58462,DC-ORD-49738,10173,2016-12-27,PROCESSING,996.73,2016-12-28,2016-12-29,High,2016-12-27 01:05:00,2016-12-27 01:05:00
58463,DC-ORD-49733,2111,2016-12-26,PENDING_PAYMENT,1137.92,2016-12-30,2016-12-30,Normal,2016-12-26 23:20:00,2016-12-26 23:20:00
58464,DC-ORD-49677,15705,2016-12-26,COMPLETE,383.98,2016-12-27,2016-12-28,High,2016-12-26 03:42:00,2016-12-26 03:42:00
58465,DC-ORD-49676,2272,2016-12-26,CLOSED,379.98,2016-12-30,2016-12-28,Normal,2016-12-26 03:21:00,2016-12-26 03:21:00
58466,DC-ORD-49668,13612,2016-12-26,CLOSED,648.95,2016-12-30,2016-12-30,Normal,2016-12-26 00:33:00,2016-12-26 00:33:00
58467,DC-ORD-49654,19099,2016-12-25,PENDING,491.94,2016-12-29,2016-12-30,High,2016-12-25 19:39:00,2016-12-25 19:39:00
58468,DC-ORD-49557,13584,2016-12-24,COMPLETE,1082.93,2016-12-25,2016-12-26,High,2016-12-24 09:40:00,2016-12-24 09:40:00
58469,DC-ORD-49488,13679,2016-12-23,COMPLETE,327.98,2016-12-27,2016-12-27,Normal,2016-12-23 09:30:00,2016-12-23 09:30:00
58470,DC-ORD-49444,9313,2016-12-22,ON_HOLD,371.98,2016-12-26,2016-12-27,High,2016-12-22 18:05:00,2016-12-22 18:05:00
58471,DC-ORD-49443,13877,2016-12-22,PROCESSING,363.98,2016-12-23,2016-12-24,High,2016-12-22 17:44:00,2016-12-22 17:44:00
58472,DC-ORD-49440,15351,2016-12-22,PROCESSING,391.98,2016-12-23,2016-12-24,High,2016-12-22 16:41:00,2016-12-22 16:41:00
58473,DC-ORD-49399,617,2016-12-22,CLOSED,299.99,2016-12-23,2016-12-24,High,2016-12-22 02:19:00,2016-12-22 02:19:00
58474,DC-ORD-49392,7028,2016-12-21,CLOSED,395.98,2016-12-25,2016-12-24,Normal,2016-12-21 23:52:00,2016-12-21 23:52:00
58475,DC-ORD-49390,17437,2016-12-21,PENDING,387.98,2016-12-25,2016-12-27,High,2016-12-21 23:10:00,2016-12-21 23:10:00
58476,DC-ORD-49343,9472,2016-12-21,COMPLETE,347.98,2016-12-25,2016-12-25,Normal,2016-12-21 06:42:00,2016-12-21 06:42:00
58477,DC-ORD-49332,3036,2016-12-21,COMPLETE,327.98,2016-12-25,2016-12-24,Normal,2016-12-21 02:50:00,2016-12-21 02:50:00
58478,DC-ORD-49320,19100,2016-12-20,COMPLETE,985.15,2016-12-20,2016-12-21,High,2016-12-20 22:38:00,2016-12-20 22:38:00
58479,DC-ORD-49291,15350,2016-12-20,COMPLETE,387.98,2016-12-24,2016-12-22,Normal,2016-12-20 12:28:00,2016-12-20 12:28:00
58480,DC-ORD-49275,19004,2016-12-20,COMPLETE,1146.38,2016-12-24,2016-12-26,High,2016-12-20 06:52:00,2016-12-20 06:52:00
58481,DC-ORD-49274,3877,2016-12-20,PENDING_PAYMENT,363.98,2016-12-24,2016-12-25,High,2016-12-20 06:31:00,2016-12-20 06:31:00
58482,DC-ORD-49265,9833,2016-12-20,CLOSED,347.98,2016-12-24,2016-12-26,High,2016-12-20 03:22:00,2016-12-20 03:22:00
58483,DC-ORD-49260,5140,2016-12-20,COMPLETE,339.98,2016-12-24,2016-12-26,High,2016-12-20 01:37:00,2016-12-20 01:37:00
58484,DC-ORD-49257,2573,2016-12-20,ON_HOLD,483.97,2016-12-20,2016-12-20,Normal,2016-12-20 00:34:00,2016-12-20 00:34:00
58485,DC-ORD-49245,4360,2016-12-19,PENDING,521.66,2016-12-19,2016-12-20,High,2016-12-19 20:22:00,2016-12-19 20:22:00
58486,DC-ORD-49225,7480,2016-12-19,CLOSED,379.98,2016-12-20,2016-12-21,High,2016-12-19 13:21:00,2016-12-19 13:21:00
58487,DC-ORD-49189,6082,2016-12-19,PENDING,767.57,2016-12-23,2016-12-24,High,2016-12-19 00:44:00,2016-12-19 00:44:00
58488,DC-ORD-49166,8365,2016-12-18,CLOSED,995.44,2016-12-22,2016-12-20,Normal,2016-12-18 16:41:00,2016-12-18 16:41:00
58489,DC-ORD-49090,9288,2016-12-17,ON_HOLD,399.98,2016-12-21,2016-12-23,High,2016-12-17 14:03:00,2016-12-17 14:03:00
58490,DC-ORD-49088,286,2016-12-17,PENDING_PAYMENT,395.98,2016-12-21,2016-12-21,Normal,2016-12-17 13:21:00,2016-12-17 13:21:00
58491,DC-ORD-49010,2639,2016-12-16,CANCELED,749.96,2016-12-20,2016-12-22,Normal,2016-12-16 10:02:00,2016-12-16 10:02:00
58492,DC-ORD-48979,14624,2016-12-15,PENDING_PAYMENT,759.52,2016-12-19,2016-12-20,High,2016-12-15 23:10:00,2016-12-15 23:10:00
58493,DC-ORD-48942,1206,2016-12-15,COMPLETE,402.2,2016-12-19,2016-12-18,Normal,2016-12-15 10:12:00,2016-12-15 10:12:00
58494,DC-ORD-48840,10130,2016-12-13,PROCESSING,319.98,2016-12-14,2016-12-15,High,2016-12-13 22:28:00,2016-12-13 22:28:00
58495,DC-ORD-48803,10354,2016-12-13,COMPLETE,726.23,2016-12-17,2016-12-17,Normal,2016-12-13 09:30:00,2016-12-13 09:30:00
58496,DC-ORD-48799,10496,2016-12-13,PENDING_PAYMENT,379.98,2016-12-17,2016-12-18,High,2016-12-13 08:06:00,2016-12-13 08:06:00
58497,DC-ORD-48798,9873,2016-12-13,ON_HOLD,416.37,2016-12-17,2016-12-17,Normal,2016-12-13 07:45:00,2016-12-13 07:45:00
58498,DC-ORD-48787,14260,2016-12-13,PENDING,800.75,2016-12-17,2016-12-16,Normal,2016-12-13 03:54:00,2016-12-13 03:54:00
58499,DC-ORD-48766,5549,2016-12-12,COMPLETE,319.98,2016-12-13,2016-12-14,High,2016-12-12 20:33:00,2016-12-12 20:33:00
58500,DC-ORD-48704,14602,2016-12-11,PROCESSING,711.96,2016-12-15,2016-12-16,High,2016-12-11 22:49:00,2016-12-11 22:49:00
58501,DC-ORD-48660,4465,2016-12-11,COMPLETE,625.48,2016-12-12,2016-12-13,High,2016-12-11 07:24:00,2016-12-11 07:24:00
58502,DC-ORD-48646,2580,2016-12-11,COMPLETE,377.98,2016-12-15,2016-12-13,Normal,2016-12-11 02:30:00,2016-12-11 02:30:00
58503,DC-ORD-48630,14353,2016-12-10,PENDING_PAYMENT,363.98,2016-12-14,2016-12-16,High,2016-12-10 20:54:00,2016-12-10 20:54:00
58504,DC-ORD-48573,6224,2016-12-10,COMPLETE,795.96,2016-12-12,2016-12-14,High,2016-12-10 00:56:00,2016-12-10 00:56:00
58505,DC-ORD-48555,19101,2016-12-09,PENDING,379.98,2016-12-13,2016-12-15,High,2016-12-09 18:37:00,2016-12-09 18:37:00
58506,DC-ORD-48553,12964,2016-12-09,CLOSED,662.98,2016-12-13,2016-12-13,Normal,2016-12-09 17:55:00,2016-12-09 17:55:00
58507,DC-ORD-48534,14585,2016-12-09,PENDING_PAYMENT,1106.3,2016-12-13,2016-12-14,High,2016-12-09 11:16:00,2016-12-09 11:16:00
58508,DC-ORD-48529,6212,2016-12-09,PENDING,549.94,2016-12-09,2016-12-09,Normal,2016-12-09 09:31:00,2016-12-09 09:31:00
58509,DC-ORD-48504,8184,2016-12-09,PENDING,463.47,2016-12-09,2016-12-09,Normal,2016-12-09 00:45:00,2016-12-09 00:45:00
58510,DC-ORD-48503,15584,2016-12-09,PENDING_PAYMENT,647.96,2016-12-09,2016-12-09,Normal,2016-12-09 00:24:00,2016-12-09 00:24:00
58511,DC-ORD-48423,7556,2016-12-07,PROCESSING,331.98,2016-12-09,2016-12-11,High,2016-12-07 20:23:00,2016-12-07 20:23:00
58512,DC-ORD-48408,6393,2016-12-07,PROCESSING,669.46,2016-12-11,2016-12-11,Normal,2016-12-07 15:07:00,2016-12-07 15:07:00
58513,DC-ORD-48399,6081,2016-12-07,SUSPECTED_FRAUD,743.16,2016-12-08,2016-12-09,Normal,2016-12-07 11:58:00,2016-12-07 11:58:00
58514,DC-ORD-48394,793,2016-12-07,COMPLETE,383.98,2016-12-11,2016-12-12,High,2016-12-07 10:13:00,2016-12-07 10:13:00
58515,DC-ORD-48358,10776,2016-12-06,ON_HOLD,339.98,2016-12-06,2016-12-07,High,2016-12-06 21:36:00,2016-12-06 21:36:00
58516,DC-ORD-48335,14049,2016-12-06,COMPLETE,399.98,2016-12-10,2016-12-12,High,2016-12-06 13:33:00,2016-12-06 13:33:00
58517,DC-ORD-48314,6028,2016-12-06,COMPLETE,983.76,2016-12-07,2016-12-08,High,2016-12-06 06:11:00,2016-12-06 06:11:00
58518,DC-ORD-48172,1319,2016-12-04,COMPLETE,391.98,2016-12-08,2016-12-07,Normal,2016-12-04 04:26:00,2016-12-04 04:26:00
58519,DC-ORD-48166,576,2016-12-04,CLOSED,383.98,2016-12-06,2016-12-06,Normal,2016-12-04 02:20:00,2016-12-04 02:20:00
58520,DC-ORD-48162,13684,2016-12-04,CANCELED,1146.41,2016-12-08,2016-12-07,Normal,2016-12-04 00:56:00,2016-12-04 00:56:00
58521,DC-ORD-48157,7443,2016-12-03,COMPLETE,371.98,2016-12-07,2016-12-06,Normal,2016-12-03 23:11:00,2016-12-03 23:11:00
58522,DC-ORD-48137,1739,2016-12-03,ON_HOLD,335.98,2016-12-05,2016-12-06,High,2016-12-03 16:11:00,2016-12-03 16:11:00
58523,DC-ORD-48121,1182,2016-12-03,PAYMENT_REVIEW,319.98,2016-12-07,2016-12-05,Normal,2016-12-03 10:34:00,2016-12-03 10:34:00
58524,DC-ORD-48118,11507,2016-12-03,CLOSED,699.97,2016-12-07,2016-12-07,Normal,2016-12-03 09:31:00,2016-12-03 09:31:00
58525,DC-ORD-48102,17647,2016-12-03,PENDING_PAYMENT,709.64,2016-12-07,2016-12-06,Normal,2016-12-03 03:55:00,2016-12-03 03:55:00
58526,DC-ORD-48036,2562,2016-12-02,PENDING,891.93,2016-12-06,2016-12-04,Normal,2016-12-02 04:48:00,2016-12-02 04:48:00
58527,DC-ORD-48016,3857,2016-12-01,CLOSED,327.98,2016-12-05,2016-12-03,Normal,2016-12-01 21:47:00,2016-12-01 21:47:00
58528,DC-ORD-47970,74,2016-12-01,COMPLETE,1308.91,2016-12-05,2016-12-07,High,2016-12-01 05:40:00,2016-12-01 05:40:00
58529,DC-ORD-47951,13612,2016-11-30,PENDING,961.82,2016-12-02,2016-12-02,Normal,2016-11-30 23:01:00,2016-11-30 23:01:00
58530,DC-ORD-47942,6331,2016-11-30,COMPLETE,335.98,2016-12-02,2016-12-03,High,2016-11-30 19:52:00,2016-11-30 19:52:00
58531,DC-ORD-47922,9148,2016-11-30,SUSPECTED_FRAUD,395.98,2016-12-02,2016-12-03,Normal,2016-11-30 12:51:00,2016-11-30 12:51:00
58532,DC-ORD-47844,14433,2016-11-29,COMPLETE,466.36,2016-12-03,2016-12-04,High,2016-11-29 09:32:00,2016-11-29 09:32:00
58533,DC-ORD-47819,1235,2016-11-29,PENDING,387.98,2016-12-03,2016-12-04,High,2016-11-29 00:46:00,2016-11-29 00:46:00
58534,DC-ORD-47811,8750,2016-11-28,PENDING,464.97,2016-12-02,2016-11-30,Normal,2016-11-28 21:58:00,2016-11-28 21:58:00
58535,DC-ORD-47805,8338,2016-11-28,CLOSED,612.96,2016-11-28,2016-11-29,High,2016-11-28 19:52:00,2016-11-28 19:52:00
58536,DC-ORD-47804,9032,2016-11-28,PROCESSING,359.98,2016-11-28,2016-11-29,High,2016-11-28 19:31:00,2016-11-28 19:31:00
58537,DC-ORD-47715,10300,2016-11-27,ON_HOLD,1191.41,2016-12-01,2016-12-03,High,2016-11-27 12:20:00,2016-11-27 12:20:00
58538,DC-ORD-47709,13830,2016-11-27,PENDING,387.98,2016-11-29,2016-12-02,High,2016-11-27 10:14:00,2016-11-27 10:14:00
58539,DC-ORD-47667,17438,2016-11-26,PENDING,810.34,2016-11-30,2016-11-29,Normal,2016-11-26 19:31:00,2016-11-26 19:31:00
58540,DC-ORD-47534,10335,2016-11-24,PROCESSING,339.98,2016-11-26,2016-11-29,High,2016-11-24 20:55:00,2016-11-24 20:55:00
58541,DC-ORD-47522,14054,2016-11-24,PROCESSING,1049.11,2016-11-25,2016-11-26,High,2016-11-24 16:43:00,2016-11-24 16:43:00
58542,DC-ORD-47501,10337,2016-11-24,PENDING,773.91,2016-11-26,2016-11-26,Normal,2016-11-24 09:21:00,2016-11-24 09:21:00
58543,DC-ORD-47481,11489,2016-11-24,PENDING_PAYMENT,711.96,2016-11-28,2016-11-26,Normal,2016-11-24 02:21:00,2016-11-24 02:21:00
58544,DC-ORD-47480,6407,2016-11-24,PENDING,1094.3,2016-11-28,2016-11-30,High,2016-11-24 02:00:00,2016-11-24 02:00:00
58545,DC-ORD-47467,2683,2016-11-23,CLOSED,819.93,2016-11-27,2016-11-26,Normal,2016-11-23 21:27:00,2016-11-23 21:27:00
58546,DC-ORD-47433,8689,2016-11-23,ON_HOLD,391.98,2016-11-27,2016-11-27,Normal,2016-11-23 09:32:00,2016-11-23 09:32:00
58547,DC-ORD-47430,3677,2016-11-23,COMPLETE,383.98,2016-11-27,2016-11-29,High,2016-11-23 08:29:00,2016-11-23 08:29:00
58548,DC-ORD-47424,14802,2016-11-23,PENDING_PAYMENT,379.98,2016-11-27,2016-11-28,High,2016-11-23 06:23:00,2016-11-23 06:23:00
58549,DC-ORD-47411,8783,2016-11-23,ON_HOLD,351.98,2016-11-27,2016-11-25,Normal,2016-11-23 01:50:00,2016-11-23 01:50:00
58550,DC-ORD-47356,15780,2016-11-22,CLOSED,757.96,2016-11-22,2016-11-22,Normal,2016-11-22 06:33:00,2016-11-22 06:33:00
58551,DC-ORD-47326,8603,2016-11-21,PENDING_PAYMENT,827.91,2016-11-25,2016-11-23,Normal,2016-11-21 20:03:00,2016-11-21 20:03:00
58552,DC-ORD-47315,13888,2016-11-21,COMPLETE,387.98,2016-11-22,2016-11-23,High,2016-11-21 16:12:00,2016-11-21 16:12:00
58553,DC-ORD-47309,8929,2016-11-21,PENDING_PAYMENT,377.98,2016-11-25,2016-11-26,High,2016-11-21 14:05:00,2016-11-21 14:05:00
58554,DC-ORD-47268,2111,2016-11-20,COMPLETE,391.98,2016-11-22,2016-11-24,High,2016-11-20 23:44:00,2016-11-20 23:44:00
58555,DC-ORD-47259,12789,2016-11-20,PROCESSING,1164.51,2016-11-24,2016-11-25,High,2016-11-20 20:34:00,2016-11-20 20:34:00
58556,DC-ORD-47226,3569,2016-11-20,SUSPECTED_FRAUD,319.98,2016-11-22,2016-11-22,Normal,2016-11-20 09:01:00,2016-11-20 09:01:00
58557,DC-ORD-47225,8098,2016-11-20,PROCESSING,627.96,2016-11-22,2016-11-26,High,2016-11-20 08:40:00,2016-11-20 08:40:00
58558,DC-ORD-47220,9896,2016-11-20,COMPLETE,508.97,2016-11-24,2016-11-26,High,2016-11-20 06:55:00,2016-11-20 06:55:00
58559,DC-ORD-47173,14502,2016-11-19,COMPLETE,885.19,2016-11-23,2016-11-23,Normal,2016-11-19 14:27:00,2016-11-19 14:27:00
58560,DC-ORD-47169,13682,2016-11-19,PENDING_PAYMENT,526.96,2016-11-21,2016-11-24,High,2016-11-19 13:03:00,2016-11-19 13:03:00
58561,DC-ORD-47146,1325,2016-11-19,COMPLETE,395.98,2016-11-21,2016-11-21,Normal,2016-11-19 04:59:00,2016-11-19 04:59:00
58562,DC-ORD-47134,13742,2016-11-19,ON_HOLD,872.69,2016-11-23,2016-11-24,High,2016-11-19 00:47:00,2016-11-19 00:47:00
58563,DC-ORD-47084,9427,2016-11-18,PROCESSING,787.96,2016-11-22,2016-11-23,High,2016-11-18 07:16:00,2016-11-18 07:16:00
58564,DC-ORD-47063,3867,2016-11-17,PENDING_PAYMENT,1028.32,2016-11-21,2016-11-21,Normal,2016-11-17 23:54:00,2016-11-17 23:54:00
58565,DC-ORD-47056,6840,2016-11-17,COMPLETE,335.98,2016-11-21,2016-11-19,Normal,2016-11-17 21:27:00,2016-11-17 21:27:00
58566,DC-ORD-47055,10347,2016-11-17,CANCELED,331.98,2016-11-19,2016-11-23,Normal,2016-11-17 21:06:00,2016-11-17 21:06:00
58567,DC-ORD-47041,14512,2016-11-17,PENDING_PAYMENT,595.72,2016-11-21,2016-11-19,Normal,2016-11-17 16:12:00,2016-11-17 16:12:00
58568,DC-ORD-47040,2674,2016-11-17,PROCESSING,1364.69,2016-11-21,2016-11-23,High,2016-11-17 15:51:00,2016-11-17 15:51:00
58569,DC-ORD-47035,4385,2016-11-17,PROCESSING,383.98,2016-11-21,2016-11-23,High,2016-11-17 14:06:00,2016-11-17 14:06:00
58570,DC-ORD-46987,6451,2016-11-16,SUSPECTED_FRAUD,532.46,2016-11-20,2016-11-19,Normal,2016-11-16 21:17:00,2016-11-16 21:17:00
58571,DC-ORD-46961,4454,2016-11-16,PENDING,990.93,2016-11-17,2016-11-18,High,2016-11-16 12:10:00,2016-11-16 12:10:00
58572,DC-ORD-46959,10974,2016-11-16,PENDING,359.98,2016-11-17,2016-11-18,High,2016-11-16 11:28:00,2016-11-16 11:28:00
58573,DC-ORD-46909,14620,2016-11-15,PENDING_PAYMENT,785.46,2016-11-19,2016-11-20,High,2016-11-15 17:57:00,2016-11-15 17:57:00
58574,DC-ORD-46824,6695,2016-11-14,SUSPECTED_FRAUD,327.98,2016-11-15,2016-11-16,Normal,2016-11-14 12:10:00,2016-11-14 12:10:00
58575,DC-ORD-46804,14136,2016-11-14,PROCESSING,589.95,2016-11-14,2016-11-14,Normal,2016-11-14 05:10:00,2016-11-14 05:10:00
58576,DC-ORD-46798,15342,2016-11-14,SUSPECTED_FRAUD,650.96,2016-11-14,2016-11-14,Normal,2016-11-14 03:04:00,2016-11-14 03:04:00
58577,DC-ORD-46788,4246,2016-11-13,COMPLETE,795.04,2016-11-17,2016-11-17,Normal,2016-11-13 23:34:00,2016-11-13 23:34:00
58578,DC-ORD-46781,2207,2016-11-13,COMPLETE,377.98,2016-11-17,2016-11-15,Normal,2016-11-13 21:07:00,2016-11-13 21:07:00
58579,DC-ORD-46770,4470,2016-11-13,CLOSED,936.0,2016-11-15,2016-11-19,High,2016-11-13 17:15:00,2016-11-13 17:15:00
58580,DC-ORD-46765,3614,2016-11-13,COMPLETE,351.98,2016-11-15,2016-11-19,High,2016-11-13 15:30:00,2016-11-13 15:30:00
58581,DC-ORD-46717,9790,2016-11-12,COMPLETE,1405.97,2016-11-16,2016-11-15,Normal,2016-11-12 22:41:00,2016-11-12 22:41:00
58582,DC-ORD-46682,15785,2016-11-12,CANCELED,585.93,2016-11-16,2016-11-15,Normal,2016-11-12 10:26:00,2016-11-12 10:26:00
58583,DC-ORD-46655,17248,2016-11-12,SUSPECTED_FRAUD,831.72,2016-11-13,2016-11-14,Normal,2016-11-12 00:58:00,2016-11-12 00:58:00
58584,DC-ORD-46653,15017,2016-11-12,COMPLETE,377.98,2016-11-14,2016-11-16,High,2016-11-12 00:16:00,2016-11-12 00:16:00
58585,DC-ORD-46629,8400,2016-11-11,CLOSED,764.73,2016-11-15,2016-11-16,High,2016-11-11 15:51:00,2016-11-11 15:51:00
58586,DC-ORD-46614,4237,2016-11-11,ON_HOLD,319.98,2016-11-12,2016-11-13,High,2016-11-11 10:36:00,2016-11-11 10:36:00
58587,DC-ORD-46596,3149,2016-11-11,COMPLETE,1025.92,2016-11-15,2016-11-13,Normal,2016-11-11 04:18:00,2016-11-11 04:18:00
58588,DC-ORD-46573,15419,2016-11-10,COMPLETE,1145.92,2016-11-14,2016-11-14,Normal,2016-11-10 20:14:00,2016-11-10 20:14:00
58589,DC-ORD-46570,13835,2016-11-10,COMPLETE,371.98,2016-11-14,2016-11-16,High,2016-11-10 19:11:00,2016-11-10 19:11:00
58590,DC-ORD-46542,13995,2016-11-10,PENDING,484.77,2016-11-14,2016-11-13,Normal,2016-11-10 09:23:00,2016-11-10 09:23:00
58591,DC-ORD-46539,9390,2016-11-10,CANCELED,699.96,2016-11-14,2016-11-15,Normal,2016-11-10 08:20:00,2016-11-10 08:20:00
58592,DC-ORD-46534,2536,2016-11-10,COMPLETE,675.96,2016-11-12,2016-11-15,High,2016-11-10 06:34:00,2016-11-10 06:34:00
58593,DC-ORD-46528,595,2016-11-10,PROCESSING,945.93,2016-11-11,2016-11-12,High,2016-11-10 04:28:00,2016-11-10 04:28:00
58594,DC-ORD-46509,14544,2016-11-09,PENDING_PAYMENT,892.93,2016-11-13,2016-11-14,High,2016-11-09 21:49:00,2016-11-09 21:49:00
58595,DC-ORD-46496,5680,2016-11-09,PAYMENT_REVIEW,757.96,2016-11-10,2016-11-11,High,2016-11-09 17:16:00,2016-11-09 17:16:00
58596,DC-ORD-46476,6219,2016-11-09,COMPLETE,699.96,2016-11-13,2016-11-11,Normal,2016-11-09 10:15:00,2016-11-09 10:15:00
58597,DC-ORD-46420,8389,2016-11-08,CANCELED,1273.94,2016-11-09,2016-11-10,Normal,2016-11-08 14:38:00,2016-11-08 14:38:00
58598,DC-ORD-46386,3704,2016-11-08,ON_HOLD,363.98,2016-11-10,2016-11-10,Normal,2016-11-08 02:43:00,2016-11-08 02:43:00
