id,po_number,vendor_id,amount,status,order_date,expected_delivery,actual_delivery,pr_id,pr_number,created_at,approved_at,received_at,category,department,created_by
54607,DC-PO-44338,VND0000005,986.69,Received,2016-10-09,2016-10-13,2016-10-13,,,2016-10-09 05:13:00,2016-10-09 05:13:00,2016-10-13,Camping & Hiking,Fan Shop,
54608,DC-PO-19448,VND0000003,844.48,Received,2015-10-11,2015-10-15,2015-10-15,,,2015-10-11 21:09:00,2015-10-11 21:09:00,2015-10-15,Fishing,Fan Shop,
54609,DC-PO-68204,VND0000005,260.98,Received,2017-09-22,2017-09-26,2017-09-27,,,2017-09-22 14:32:00,2017-09-22 14:32:00,2017-09-27,Camping & Hiking,Fan Shop,
54610,DC-PO-19029,VND0000005,385.43,Received,2015-10-05,2015-10-09,2015-10-10,,,2015-10-05 18:21:00,2015-10-05 18:21:00,2015-10-10,Camping & Hiking,Fan Shop,
54611,DC-PO-18561,VND0000005,260.98,Received,2015-09-28,2015-10-02,2015-09-30,,,2015-09-28 22:23:00,2015-09-28 22:23:00,2015-09-30,Camping & Hiking,Fan Shop,
54612,DC-PO-17396,VND0000005,478.48,Received,2015-09-11,2015-09-15,2015-09-13,,,2015-09-11 22:14:00,2015-09-11 22:14:00,2015-09-13,Fishing,Fan Shop,
54613,DC-PO-14485,VND0000005,866.44,Received,2015-07-31,2015-08-04,2015-08-06,,,2015-07-31 10:23:00,2015-07-31 10:23:00,2015-08-06,Camping & Hiking,Fan Shop,
54614,DC-PO-18827,VND0000005,754.34,Received,2015-10-02,2015-10-06,2015-10-05,,,2015-10-02 19:35:00,2015-10-02 19:35:00,2015-10-05,Fishing,Fan Shop,
54615,DC-PO-50845,VND0000005,831.43,Received,2017-01-12,2017-01-16,2017-01-18,,,2017-01-12 04:55:00,2017-01-12 04:55:00,2017-01-18,Camping & Hiking,Fan Shop,
54616,DC-PO-19560,VND0000005,865.89,Received,2015-10-13,2015-10-17,2015-10-19,,,2015-10-13 12:23:00,2015-10-13 12:23:00,2015-10-19,Fishing,Fan Shop,
54617,DC-PO-14705,VND0000005,339.98,Received,2015-08-03,2015-08-07,2015-08-09,,,2015-08-03 15:27:00,2015-08-03 15:27:00,2015-08-09,Camping & Hiking,Fan Shop,
54618,DC-PO-14633,VND0000005,248.98,Received,2015-08-02,2015-08-06,2015-08-06,,,2015-08-02 14:14:00,2015-08-02 14:14:00,2015-08-06,Camping & Hiking,Fan Shop,
54619,DC-PO-15032,VND0000005,692.9,Received,2015-08-08,2015-08-12,2015-08-11,,,2015-08-08 10:01:00,2015-08-08 10:01:00,2015-08-11,Fishing,Fan Shop,
54620,DC-PO-11592,VND0000005,850.94,Received,2015-06-19,2015-06-23,2015-06-22,,,2015-06-19 04:50:00,2015-06-19 04:50:00,2015-06-22,Fishing,Fan Shop,
54621,DC-PO-65787,VND0000005,245.98,Received,2017-08-18,2017-08-22,2017-08-21,,,2017-08-18 07:45:00,2017-08-18 07:45:00,2017-08-21,Camping & Hiking,Fan Shop,
54622,DC-PO-18320,VND0000005,757.65,Received,2015-09-25,2015-09-29,2015-10-01,,,2015-09-25 09:57:00,2015-09-25 09:57:00,2015-10-01,Camping & Hiking,Fan Shop,
54623,DC-PO-13097,VND0000005,629.72,Received,2015-07-11,2015-07-15,2015-07-14,,,2015-07-11 04:06:00,2015-07-11 04:06:00,2015-07-14,Camping & Hiking,Fan Shop,
54624,DC-PO-68580,VND0000005,224.99,Received,2017-09-28,2017-10-02,2017-10-04,,,2017-09-28 02:16:00,2017-09-28 02:16:00,2017-10-04,Camping & Hiking,Fan Shop,
54625,DC-PO-66761,VND0000005,436.15,Received,2017-09-01,2017-09-05,2017-09-03,,,2017-09-01 13:00:00,2017-09-01 13:00:00,2017-09-03,Camping & Hiking,Fan Shop,
54626,DC-PO-62887,VND0000005,674.77,Received,2017-07-06,2017-07-10,2017-07-09,,,2017-07-06 23:46:00,2017-07-06 23:46:00,2017-07-09,Camping & Hiking,Fan Shop,
54627,DC-PO-19505,VND0000005,900.63,Received,2015-10-12,2015-10-16,2015-10-18,,,2015-10-12 17:07:00,2015-10-12 17:07:00,2015-10-18,Fishing,Fan Shop,
54628,DC-PO-13110,VND0000005,869.89,Received,2015-07-11,2015-07-15,2015-07-17,,,2015-07-11 08:40:00,2015-07-11 08:40:00,2015-07-17,Fishing,Fan Shop,
54629,DC-PO-12515,VND0000005,681.97,Received,2015-07-02,2015-07-06,2015-07-08,,,2015-07-02 16:12:00,2015-07-02 16:12:00,2015-07-08,Fishing,Fan Shop,
54630,DC-PO-69007,VND0000003,31.08,Received,2017-10-04,2017-10-08,2017-10-07,,,2017-10-04 07:52:00,2017-10-04 07:52:00,2017-10-07,Books,Book Shop,
54631,DC-PO-69163,VND0000003,29.37,Received,2017-10-06,2017-10-10,2017-10-10,,,2017-10-06 14:31:00,2017-10-06 14:31:00,2017-10-10,Books,Book Shop,
54632,DC-PO-69108,VND0000003,28.9,Received,2017-10-05,2017-10-09,2017-10-09,,,2017-10-05 19:15:00,2017-10-05 19:15:00,2017-10-09,Books,Book Shop,
54633,DC-PO-69018,VND0000003,28.9,Received,2017-10-04,2017-10-08,2017-10-08,,,2017-10-04 11:43:00,2017-10-04 11:43:00,2017-10-08,Books,Book Shop,
54634,DC-PO-69085,VND0000003,26.42,Received,2017-10-05,2017-10-09,2017-10-11,,,2017-10-05 11:12:00,2017-10-05 11:12:00,2017-10-11,Books,Book Shop,
54635,DC-PO-69012,VND0000003,26.11,Received,2017-10-04,2017-10-08,2017-10-07,,,2017-10-04 09:37:00,2017-10-04 09:37:00,2017-10-07,Books,Book Shop,
54636,DC-PO-69080,VND0000003,23.31,Received,2017-10-05,2017-10-09,2017-10-11,,,2017-10-05 09:27:00,2017-10-05 09:27:00,2017-10-11,Books,Book Shop,
54637,DC-PO-69276,VND0000001,10.95,Received,2017-10-08,2017-10-12,2017-10-10,,,2017-10-08 06:07:00,2017-10-08 06:07:00,2017-10-10,CDs,Discs Shop,
54638,DC-PO-71457,VND0000001,155.34,Received,2017-11-09,2017-11-13,2017-11-12,,,2017-11-09 02:13:00,2017-11-09 02:13:00,2017-11-12,DVDs,Discs Shop,
54639,DC-PO-71583,VND0000001,155.34,Received,2017-11-10,2017-11-14,2017-11-14,,,2017-11-10 22:21:00,2017-11-10 22:21:00,2017-11-14,DVDs,Discs Shop,
54640,DC-PO-69380,VND0000001,10.5,Received,2017-10-09,2017-10-13,2017-10-15,,,2017-10-09 18:33:00,2017-10-09 18:33:00,2017-10-15,CDs,Discs Shop,
54641,DC-PO-69376,VND0000001,9.82,Received,2017-10-09,2017-10-13,2017-10-11,,,2017-10-09 17:09:00,2017-10-09 17:09:00,2017-10-11,CDs,Discs Shop,
54642,DC-PO-69358,VND0000001,9.82,Received,2017-10-09,2017-10-13,2017-10-13,,,2017-10-09 10:50:00,2017-10-09 10:50:00,2017-10-13,CDs,Discs Shop,
54643,DC-PO-69299,VND0000001,9.03,Received,2017-10-08,2017-10-12,2017-10-13,,,2017-10-08 14:10:00,2017-10-08 14:10:00,2017-10-13,CDs,Discs Shop,
54644,DC-PO-69389,VND0000001,9.03,Received,2017-10-09,2017-10-13,2017-10-14,,,2017-10-09 21:42:00,2017-10-09 21:42:00,2017-10-14,CDs,Discs Shop,
54645,DC-PO-8218,VND0000003,341.34,Received,2015-04-30,2015-05-04,2015-05-04,,,2015-04-30 22:46:00,2015-04-30 22:46:00,2015-05-04,Men's Footwear,Apparel,
54646,DC-PO-2802,VND0000003,118.29,Received,2015-02-10,2015-02-14,2015-02-13,,,2015-02-10 21:18:00,2015-02-10 21:18:00,2015-02-13,Men's Footwear,Apparel,
54647,DC-PO-55567,VND0000003,439.54,Received,2017-03-22,2017-03-26,2017-03-25,,,2017-03-22 03:14:00,2017-03-22 03:14:00,2017-03-25,Men's Footwear,Apparel,
54648,DC-PO-6931,VND0000005,1264.93,Received,2015-04-12,2015-04-16,2015-04-14,,,2015-04-12 03:53:00,2015-04-12 03:53:00,2015-04-14,Men's Footwear,Apparel,
54649,DC-PO-7666,VND0000005,1013.13,Received,2015-04-22,2015-04-26,2015-04-24,,,2015-04-22 21:23:00,2015-04-22 21:23:00,2015-04-24,Women's Apparel,Golf,
54650,DC-PO-3125,VND0000005,537.98,Received,2015-02-15,2015-02-19,2015-02-21,,,2015-02-15 14:28:00,2015-02-15 14:28:00,2015-02-21,Fishing,Fan Shop,
54651,DC-PO-54798,VND0000005,813.96,Received,2017-03-10,2017-03-14,2017-03-14,,,2017-03-10 21:49:00,2017-03-10 21:49:00,2017-03-14,Camping & Hiking,Fan Shop,
54652,DC-PO-58032,VND0000005,568.35,Received,2017-04-27,2017-05-01,2017-04-30,,,2017-04-27 02:50:00,2017-04-27 02:50:00,2017-04-30,Soccer,Fitness,
54653,DC-PO-60731,VND0000002,463.44,Received,2017-06-05,2017-06-09,2017-06-07,,,2017-06-05 12:25:00,2017-06-05 12:25:00,2017-06-07,Soccer,Fitness,
54654,DC-PO-57434,VND0000003,149.98,Received,2017-04-18,2017-04-22,2017-04-23,,,2017-04-18 09:20:00,2017-04-18 09:20:00,2017-04-23,Lacrosse,Fitness,
54655,DC-PO-55186,VND0000005,97.99,Received,2017-03-16,2017-03-20,2017-03-18,,,2017-03-16 13:45:00,2017-03-16 13:45:00,2017-03-18,Cardio Equipment,Footwear,
54656,DC-PO-54459,VND0000005,944.9,Received,2017-03-05,2017-03-09,2017-03-10,,,2017-03-05 23:03:00,2017-03-05 23:03:00,2017-03-10,Cardio Equipment,Footwear,
54657,DC-PO-61172,VND0000005,1065.99,Received,2017-06-11,2017-06-15,2017-06-14,,,2017-06-11 22:55:00,2017-06-11 22:55:00,2017-06-14,Cardio Equipment,Footwear,
54658,DC-PO-703,VND0000005,874.95,Received,2015-01-11,2015-01-15,2015-01-15,,,2015-01-11 05:56:00,2015-01-11 05:56:00,2015-01-15,Cardio Equipment,Footwear,
54659,DC-PO-2378,VND0000005,94.49,Received,2015-02-04,2015-02-08,2015-02-08,,,2015-02-04 16:46:00,2015-02-04 16:46:00,2015-02-08,Cardio Equipment,Footwear,
54660,DC-PO-9723,VND0000005,1083.74,Received,2015-05-22,2015-05-26,2015-05-26,,,2015-05-22 22:02:00,2015-05-22 22:02:00,2015-05-26,Cardio Equipment,Footwear,
54661,DC-PO-7106,VND0000005,622.57,Received,2015-04-14,2015-04-18,2015-04-16,,,2015-04-14 17:11:00,2015-04-14 17:11:00,2015-04-16,Electronics,Footwear,
54662,DC-PO-9174,VND0000005,375.75,Received,2015-05-14,2015-05-18,2015-05-19,,,2015-05-14 21:42:00,2015-05-14 21:42:00,2015-05-19,Cardio Equipment,Footwear,
54663,DC-PO-58618,VND0000005,674.36,Received,2017-05-05,2017-05-09,2017-05-09,,,2017-05-05 16:08:00,2017-05-05 16:08:00,2017-05-09,Cardio Equipment,Footwear,
54664,DC-PO-52065,VND0000005,727.1,Received,2017-01-30,2017-02-03,2017-02-05,,,2017-01-30 00:20:00,2017-01-30 00:20:00,2017-02-05,Cardio Equipment,Footwear,
54665,DC-PO-58939,VND0000005,1042.42,Received,2017-05-10,2017-05-14,2017-05-15,,,2017-05-10 08:36:00,2017-05-10 08:36:00,2017-05-15,Men's Footwear,Apparel,
54666,DC-PO-9396,VND0000005,804.21,Received,2015-05-18,2015-05-22,2015-05-20,,,2015-05-18 03:29:00,2015-05-18 03:29:00,2015-05-20,Men's Footwear,Apparel,
54667,DC-PO-3489,VND0000003,227.48,Received,2015-02-20,2015-02-24,2015-02-25,,,2015-02-20 22:00:00,2015-02-20 22:00:00,2015-02-25,Men's Footwear,Apparel,
54668,DC-PO-165,VND0000005,1233.61,Received,2015-01-03,2015-01-07,2015-01-09,,,2015-01-03 09:27:00,2015-01-03 09:27:00,2015-01-09,Men's Footwear,Apparel,
54669,DC-PO-54444,VND0000005,627.46,Received,2017-03-05,2017-03-09,2017-03-10,,,2017-03-05 17:48:00,2017-03-05 17:48:00,2017-03-10,Men's Footwear,Apparel,
54670,DC-PO-4076,VND0000003,256.08,Received,2015-03-01,2015-03-05,2015-03-03,,,2015-03-01 11:39:00,2015-03-01 11:39:00,2015-03-03,Men's Footwear,Apparel,
54671,DC-PO-6296,VND0000002,579.31,Received,2015-04-02,2015-04-06,2015-04-04,,,2015-04-02 21:25:00,2015-04-02 21:25:00,2015-04-04,Cleats,Apparel,
54672,DC-PO-57824,VND0000003,267.28,Received,2017-04-24,2017-04-28,2017-04-29,,,2017-04-24 01:58:00,2017-04-24 01:58:00,2017-04-29,Men's Footwear,Apparel,
54673,DC-PO-54653,VND0000005,1163.16,Received,2017-03-08,2017-03-12,2017-03-12,,,2017-03-08 19:01:00,2017-03-08 19:01:00,2017-03-12,Men's Footwear,Apparel,
54674,DC-PO-238,VND0000002,602.69,Received,2015-01-04,2015-01-08,2015-01-08,,,2015-01-04 11:01:00,2015-01-04 11:01:00,2015-01-08,Men's Footwear,Apparel,
54675,DC-PO-52267,VND0000005,638.68,Received,2017-02-01,2017-02-05,2017-02-04,,,2017-02-01 23:06:00,2017-02-01 23:06:00,2017-02-04,Men's Footwear,Apparel,
54676,DC-PO-51719,VND0000002,548.93,Received,2017-01-24,2017-01-28,2017-01-29,,,2017-01-24 23:07:00,2017-01-24 23:07:00,2017-01-29,Men's Footwear,Apparel,
54677,DC-PO-1486,VND0000003,253.48,Received,2015-01-22,2015-01-26,2015-01-24,,,2015-01-22 16:15:00,2015-01-22 16:15:00,2015-01-24,Men's Footwear,Apparel,
54678,DC-PO-912,VND0000005,706.35,Received,2015-01-14,2015-01-18,2015-01-17,,,2015-01-14 07:09:00,2015-01-14 07:09:00,2015-01-17,Men's Footwear,Apparel,
54679,DC-PO-58685,VND0000005,397.37,Received,2017-05-06,2017-05-10,2017-05-12,,,2017-05-06 15:37:00,2017-05-06 15:37:00,2017-05-12,Men's Footwear,Apparel,
54680,DC-PO-57034,VND0000005,728.97,Received,2017-04-12,2017-04-16,2017-04-17,,,2017-04-12 13:12:00,2017-04-12 13:12:00,2017-04-17,Men's Footwear,Apparel,
54681,DC-PO-1739,VND0000002,383.64,Received,2015-01-26,2015-01-30,2015-01-31,,,2015-01-26 08:53:00,2015-01-26 08:53:00,2015-01-31,Men's Footwear,Apparel,
54682,DC-PO-59648,VND0000002,610.02,Received,2017-05-20,2017-05-24,2017-05-24,,,2017-05-20 17:00:00,2017-05-20 17:00:00,2017-05-24,Cleats,Apparel,
54683,DC-PO-55986,VND0000005,872.01,Received,2017-03-28,2017-04-01,2017-03-30,,,2017-03-28 06:02:00,2017-03-28 06:02:00,2017-03-30,Men's Footwear,Apparel,
54684,DC-PO-51759,VND0000003,126.09,Received,2017-01-25,2017-01-29,2017-01-30,,,2017-01-25 13:07:00,2017-01-25 13:07:00,2017-01-30,Men's Footwear,Apparel,
54685,DC-PO-5411,VND0000005,158.96,Received,2015-03-20,2015-03-24,2015-03-22,,,2015-03-20 23:21:00,2015-03-20 23:21:00,2015-03-22,Cleats,Apparel,
54686,DC-PO-2952,VND0000005,518.07,Received,2015-02-13,2015-02-17,2015-02-16,,,2015-02-13 01:52:00,2015-02-13 01:52:00,2015-02-16,Men's Footwear,Apparel,
54687,DC-PO-365,VND0000003,126.09,Received,2015-01-06,2015-01-10,2015-01-12,,,2015-01-06 07:31:00,2015-01-06 07:31:00,2015-01-12,Men's Footwear,Apparel,
54688,DC-PO-6735,VND0000003,1079.72,Received,2015-04-09,2015-04-13,2015-04-15,,,2015-04-09 07:13:00,2015-04-09 07:13:00,2015-04-15,Men's Footwear,Apparel,
54689,DC-PO-52002,VND0000003,540.2,Received,2017-01-29,2017-02-02,2017-02-01,,,2017-01-29 02:15:00,2017-01-29 02:15:00,2017-02-01,Men's Footwear,Apparel,
54690,DC-PO-53798,VND0000002,283.76,Received,2017-02-24,2017-02-28,2017-02-28,,,2017-02-24 07:29:00,2017-02-24 07:29:00,2017-02-28,Cleats,Apparel,
54691,DC-PO-52222,VND0000001,289.74,Received,2017-02-01,2017-02-05,2017-02-04,,,2017-02-01 07:20:00,2017-02-01 07:20:00,2017-02-04,Cleats,Apparel,
54692,DC-PO-4091,VND0000003,809.16,Received,2015-03-01,2015-03-05,2015-03-03,,,2015-03-01 16:54:00,2015-03-01 16:54:00,2015-03-03,Cleats,Apparel,
54693,DC-PO-3653,VND0000003,235.34,Received,2015-02-23,2015-02-27,2015-02-27,,,2015-02-23 07:27:00,2015-02-23 07:27:00,2015-02-27,Men's Footwear,Apparel,
54694,DC-PO-54232,VND0000003,480.01,Received,2017-03-02,2017-03-06,2017-03-05,,,2017-03-02 15:32:00,2017-03-02 15:32:00,2017-03-05,Men's Footwear,Apparel,
54695,DC-PO-9637,VND0000005,294.87,Received,2015-05-21,2015-05-25,2015-05-24,,,2015-05-21 15:55:00,2015-05-21 15:55:00,2015-05-24,Men's Footwear,Apparel,
54696,DC-PO-8775,VND0000005,396.35,Received,2015-05-09,2015-05-13,2015-05-15,,,2015-05-09 01:55:00,2015-05-09 01:55:00,2015-05-15,Cleats,Apparel,
54697,DC-PO-58959,VND0000003,239.18,Received,2017-05-10,2017-05-14,2017-05-15,,,2017-05-10 15:36:00,2017-05-10 15:36:00,2017-05-15,Men's Footwear,Apparel,
54698,DC-PO-55444,VND0000003,120.89,Received,2017-03-20,2017-03-24,2017-03-25,,,2017-03-20 08:09:00,2017-03-20 08:09:00,2017-03-25,Men's Footwear,Apparel,
54699,DC-PO-53784,VND0000003,230.06,Received,2017-02-24,2017-02-28,2017-03-01,,,2017-02-24 02:34:00,2017-02-24 02:34:00,2017-03-01,Men's Footwear,Apparel,
54700,DC-PO-60128,VND0000005,1123.65,Received,2017-05-27,2017-05-31,2017-05-31,,,2017-05-27 17:09:00,2017-05-27 17:09:00,2017-05-31,Men's Footwear,Apparel,
54701,DC-PO-10250,VND0000005,898.83,Received,2015-05-30,2015-06-03,2015-06-05,,,2015-05-30 14:40:00,2015-05-30 14:40:00,2015-06-05,Men's Footwear,Apparel,
54702,DC-PO-4489,VND0000003,120.89,Received,2015-03-07,2015-03-11,2015-03-12,,,2015-03-07 12:20:00,2015-03-07 12:20:00,2015-03-12,Men's Footwear,Apparel,
54703,DC-PO-2460,VND0000005,839.67,Received,2015-02-05,2015-02-09,2015-02-11,,,2015-02-05 21:29:00,2015-02-05 21:29:00,2015-02-11,Men's Footwear,Apparel,
54704,DC-PO-1346,VND0000003,118.29,Received,2015-01-20,2015-01-24,2015-01-22,,,2015-01-20 15:12:00,2015-01-20 15:12:00,2015-01-22,Men's Footwear,Apparel,
54705,DC-PO-147,VND0000005,412.26,Received,2015-01-03,2015-01-07,2015-01-06,,,2015-01-03 03:09:00,2015-01-03 03:09:00,2015-01-06,Men's Footwear,Apparel,
54706,DC-PO-6633,VND0000005,861.49,Received,2015-04-07,2015-04-11,2015-04-11,,,2015-04-07 19:29:00,2015-04-07 19:29:00,2015-04-11,Cleats,Apparel,
54707,DC-PO-57712,VND0000002,439.41,Received,2017-04-22,2017-04-26,2017-04-25,,,2017-04-22 10:44:00,2017-04-22 10:44:00,2017-04-25,Men's Footwear,Apparel,
54708,DC-PO-6763,VND0000005,720.34,Received,2015-04-09,2015-04-13,2015-04-13,,,2015-04-09 17:01:00,2015-04-09 17:01:00,2015-04-13,Men's Footwear,Apparel,
54709,DC-PO-3694,VND0000003,665.07,Received,2015-02-23,2015-02-27,2015-02-28,,,2015-02-23 21:49:00,2015-02-23 21:49:00,2015-02-28,Men's Footwear,Apparel,
54710,DC-PO-10244,VND0000005,1052.88,Received,2015-05-30,2015-06-03,2015-06-04,,,2015-05-30 12:34:00,2015-05-30 12:34:00,2015-06-04,Men's Footwear,Apparel,
54711,DC-PO-6479,VND0000003,638.18,Received,2015-04-05,2015-04-09,2015-04-10,,,2015-04-05 13:31:00,2015-04-05 13:31:00,2015-04-10,Men's Footwear,Apparel,
54712,DC-PO-56631,VND0000005,630.35,Received,2017-04-06,2017-04-10,2017-04-08,,,2017-04-06 16:00:00,2017-04-06 16:00:00,2017-04-08,Men's Footwear,Apparel,
54713,DC-PO-52060,VND0000002,430.53,Received,2017-01-29,2017-02-02,2017-02-04,,,2017-01-29 22:35:00,2017-01-29 22:35:00,2017-02-04,Men's Footwear,Apparel,
54714,DC-PO-9143,VND0000003,114.39,Received,2015-05-14,2015-05-18,2015-05-18,,,2015-05-14 10:50:00,2015-05-14 10:50:00,2015-05-18,Men's Footwear,Apparel,
54715,DC-PO-9349,VND0000003,683.56,Received,2015-05-17,2015-05-21,2015-05-22,,,2015-05-17 11:01:00,2015-05-17 11:01:00,2015-05-22,Men's Footwear,Apparel,
54716,DC-PO-75,VND0000005,730.57,Received,2015-01-02,2015-01-06,2015-01-08,,,2015-01-02 01:55:00,2015-01-02 01:55:00,2015-01-08,Men's Footwear,Apparel,
54717,DC-PO-8649,VND0000005,833.44,Received,2015-05-07,2015-05-11,2015-05-12,,,2015-05-07 05:46:00,2015-05-07 05:46:00,2015-05-12,Men's Footwear,Apparel,
54718,DC-PO-55183,VND0000002,390.03,Received,2017-03-16,2017-03-20,2017-03-20,,,2017-03-16 12:42:00,2017-03-16 12:42:00,2017-03-20,Cleats,Apparel,
54719,DC-PO-6873,VND0000005,615.66,Received,2015-04-11,2015-04-15,2015-04-15,,,2015-04-11 07:34:00,2015-04-11 07:34:00,2015-04-15,Men's Footwear,Apparel,
54720,DC-PO-4915,VND0000005,671.42,Received,2015-03-13,2015-03-17,2015-03-19,,,2015-03-13 17:35:00,2015-03-13 17:35:00,2015-03-19,Men's Footwear,Apparel,
54721,DC-PO-3100,VND0000003,110.49,Received,2015-02-15,2015-02-19,2015-02-21,,,2015-02-15 05:43:00,2015-02-15 05:43:00,2015-02-21,Men's Footwear,Apparel,
54722,DC-PO-1391,VND0000005,597.16,Received,2015-01-21,2015-01-25,2015-01-23,,,2015-01-21 06:58:00,2015-01-21 06:58:00,2015-01-23,Men's Footwear,Apparel,
54723,DC-PO-9625,VND0000005,551.55,Received,2015-05-21,2015-05-25,2015-05-27,,,2015-05-21 11:42:00,2015-05-21 11:42:00,2015-05-27,Cleats,Apparel,
54724,DC-PO-57364,VND0000005,730.69,Received,2017-04-17,2017-04-21,2017-04-22,,,2017-04-17 08:48:00,2017-04-17 08:48:00,2017-04-22,Men's Footwear,Apparel,
54725,DC-PO-2062,VND0000005,1095.57,Received,2015-01-31,2015-02-04,2015-02-03,,,2015-01-31 02:03:00,2015-01-31 02:03:00,2015-02-03,Men's Footwear,Apparel,
54726,DC-PO-127,VND0000005,519.97,Received,2015-01-02,2015-01-06,2015-01-05,,,2015-01-02 20:08:00,2015-01-02 20:08:00,2015-01-05,Men's Footwear,Apparel,
54727,DC-PO-51786,VND0000005,551.65,Received,2017-01-25,2017-01-29,2017-01-27,,,2017-01-25 22:35:00,2017-01-25 22:35:00,2017-01-27,Men's Footwear,Apparel,
54728,DC-PO-1763,VND0000002,50.39,Received,2015-01-26,2015-01-30,2015-01-30,,,2015-01-26 17:18:00,2015-01-26 17:18:00,2015-01-30,Cleats,Apparel,
54729,DC-PO-61089,VND0000003,109.19,Received,2017-06-10,2017-06-14,2017-06-15,,,2017-06-10 17:50:00,2017-06-10 17:50:00,2017-06-15,Men's Footwear,Apparel,
54730,DC-PO-54157,VND0000003,221.69,Received,2017-03-01,2017-03-05,2017-03-04,,,2017-03-01 13:15:00,2017-03-01 13:15:00,2017-03-04,Men's Footwear,Apparel,
54731,DC-PO-54863,VND0000003,151.19,Received,2017-03-11,2017-03-15,2017-03-15,,,2017-03-11 20:36:00,2017-03-11 20:36:00,2017-03-15,Men's Footwear,Apparel,
54732,DC-PO-52450,VND0000002,434.92,Received,2017-02-04,2017-02-08,2017-02-10,,,2017-02-04 15:13:00,2017-02-04 15:13:00,2017-02-10,Men's Footwear,Apparel,
54733,DC-PO-8711,VND0000003,109.19,Received,2015-05-08,2015-05-12,2015-05-10,,,2015-05-08 03:30:00,2015-05-08 03:30:00,2015-05-10,Men's Footwear,Apparel,
54734,DC-PO-7598,VND0000003,107.89,Received,2015-04-21,2015-04-25,2015-04-25,,,2015-04-21 21:34:00,2015-04-21 21:34:00,2015-04-25,Men's Footwear,Apparel,
54735,DC-PO-1088,VND0000002,226.67,Received,2015-01-16,2015-01-20,2015-01-20,,,2015-01-16 20:49:00,2015-01-16 20:49:00,2015-01-20,Men's Footwear,Apparel,
54736,DC-PO-57676,VND0000003,211.58,Received,2017-04-21,2017-04-25,2017-04-23,,,2017-04-21 22:07:00,2017-04-21 22:07:00,2017-04-23,Men's Footwear,Apparel,
54737,DC-PO-8024,VND0000003,106.59,Received,2015-04-28,2015-05-02,2015-05-03,,,2015-04-28 02:48:00,2015-04-28 02:48:00,2015-05-03,Men's Footwear,Apparel,
54738,DC-PO-7092,VND0000005,581.09,Received,2015-04-14,2015-04-18,2015-04-17,,,2015-04-14 12:17:00,2015-04-14 12:17:00,2015-04-17,Cleats,Apparel,
54739,DC-PO-55080,VND0000003,355.23,Received,2017-03-15,2017-03-19,2017-03-21,,,2017-03-15 00:37:00,2017-03-15 00:37:00,2017-03-21,Men's Footwear,Apparel,
54740,DC-PO-7080,VND0000003,557.14,Received,2015-04-14,2015-04-18,2015-04-20,,,2015-04-14 08:05:00,2015-04-14 08:05:00,2015-04-20,Men's Footwear,Apparel,
54741,DC-PO-53699,VND0000002,94.94,Received,2017-02-22,2017-02-26,2017-02-27,,,2017-02-22 20:48:00,2017-02-22 20:48:00,2017-02-27,Cleats,Apparel,
54742,DC-PO-60706,VND0000005,884.7,Received,2017-06-05,2017-06-09,2017-06-07,,,2017-06-05 03:39:00,2017-06-05 03:39:00,2017-06-07,Men's Footwear,Apparel,
54743,DC-PO-51382,VND0000005,1046.95,Received,2017-01-20,2017-01-24,2017-01-23,,,2017-01-20 01:03:00,2017-01-20 01:03:00,2017-01-23,Men's Footwear,Apparel,
54744,DC-PO-8134,VND0000002,482.1,Received,2015-04-29,2015-05-03,2015-05-04,,,2015-04-29 17:21:00,2015-04-29 17:21:00,2015-05-04,Men's Footwear,Apparel,
54745,DC-PO-53906,VND0000003,351.97,Received,2017-02-25,2017-03-01,2017-02-27,,,2017-02-25 21:19:00,2017-02-25 21:19:00,2017-02-27,Men's Footwear,Apparel,
54746,DC-PO-2537,VND0000005,435.97,Received,2015-02-07,2015-02-11,2015-02-10,,,2015-02-07 00:28:00,2015-02-07 00:28:00,2015-02-10,Men's Footwear,Apparel,
54747,DC-PO-54973,VND0000002,345.04,Received,2017-03-13,2017-03-17,2017-03-17,,,2017-03-13 11:08:00,2017-03-13 11:08:00,2017-03-17,Men's Footwear,Apparel,
54748,DC-PO-57349,VND0000003,97.49,Received,2017-04-17,2017-04-21,2017-04-22,,,2017-04-17 03:33:00,2017-04-17 03:33:00,2017-04-22,Men's Footwear,Apparel,
54749,DC-PO-54830,VND0000003,307.49,Received,2017-03-11,2017-03-15,2017-03-17,,,2017-03-11 09:02:00,2017-03-11 09:02:00,2017-03-17,Men's Footwear,Apparel,
54750,DC-PO-54145,VND0000003,97.49,Received,2017-03-01,2017-03-05,2017-03-07,,,2017-03-01 09:03:00,2017-03-01 09:03:00,2017-03-07,Men's Footwear,Apparel,
54751,DC-PO-8069,VND0000002,210.86,Received,2015-04-28,2015-05-02,2015-05-03,,,2015-04-28 18:34:00,2015-04-28 18:34:00,2015-05-03,Men's Footwear,Apparel,
54752,DC-PO-1222,VND0000002,285.95,Received,2015-01-18,2015-01-22,2015-01-21,,,2015-01-18 19:46:00,2015-01-18 19:46:00,2015-01-21,Shop By Sport,Golf,
54753,DC-PO-2864,VND0000003,49.5,Received,2015-02-11,2015-02-15,2015-02-16,,,2015-02-11 19:02:00,2015-02-11 19:02:00,2015-02-16,Women's Apparel,Golf,
